poiID,poiName_og,poiName,poiTheme_og,poiTheme,source
F495,Piazza_Ognissanti,All Saints' Square,piazzedifirenze,squares of Florence,Wikipedia
F884,Torre_dei_Donati,Tower of the Donatis,torridifirenze,towers of Florence,Wikipedia
FIPOIHPC1000000523,Palazzo_delle_Cento_Finestre,Palace of One Hundred Windows,palazzidifirenze,Palaces of Florence,Wikipedia
FIPOIHPC1000000523,Palazzo_delle_Cento_Finestre,Palace of One Hundred Windows,sedibancariedifirenze,seat of Florentine banks,Wikipedia
F107,Porta_del_Paradiso,Gates of Paradise,scultureasoggettoreligioso,religious subject sculpture,Wikipedia
F107,Porta_del_Paradiso,Gates of Paradise,sculturebronzee,bronze sculptures,Wikipedia
F107,Porta_del_Paradiso,Gates of Paradise,scultureafirenze,Florence Sculptures,Wikipedia
F107,Porta_del_Paradiso,Gates of Paradise,sculturedilorenzoghiberti,Lorenzo Ghiberti's sculptures,Wikipedia
FIPOIHPC1000000148,Chiesa_di_San_Salvatore_(Firenze),Church of San Salvatore (Florence),chiesedifirenze,churches of Florence,Wikipedia
F757,Piazza_Beccaria,Beccaria Square,piazzedifirenze,squares of Florence,Wikipedia
F860,Villa_il_Ventaglio,Villa il Ventaglio,villedifirenze,Florentine villas,Wikipedia
FIPOIHPC1000000735,Centrale_termica_e_Cabina_apparati_centrali,Heating plant and Central equipment cabin,architetturedifirenze,Florence's heating plant and central equipment cabins,Wikipedia
FIPOIHPC1000000735,Centrale_termica_e_Cabina_apparati_centrali,Heating plant and Central equipment cabin,architetturefascistedifirenze,Fascist architectures of Florence (heating plant and central equipment cabins),Wikipedia
F564,"Palazzo_della_Cassa_di_Risparmio_(Firenze,_via_Santa_Caterina_d'Alessandria)","Savings Bank Palace (Florence, Via Santa Caterina d'Alessandria)",palazzidifirenze,Palaces of Florence,Wikipedia
F564,"Palazzo_della_Cassa_di_Risparmio_(Firenze,_via_Santa_Caterina_d'Alessandria)","Savings Bank Palace (Florence, Via Santa Caterina d'Alessandria)",sedibancariedifirenze,headquarters of the savings banks of Florence,Wikipedia
F753,Centro_e_museo_didattico_nazionale,National Educational Centre and Museum,palazzidifirenze,Palaces of Florence,Wikipedia
F753,Centro_e_museo_didattico_nazionale,National Educational Centre and Museum,bibliotechedifirenze,Florence's libraries,Wikipedia
F565,Centro_Leasing,Leasing Center,sedibancariedifirenze,Florence banking headquarters,Wikipedia
F655,Casa_del_Mutilato_(Firenze),House of the Maimed (Florence),architetturefascistedifirenze,Fascist architectures of Florence,Wikipedia
F623,Via_del_Traditore,Street of the Traitor,stradedifirenze,Street of the Traitors,Wikipedia
FIPOIHPC1000000733,Case_per_indigenti,Homes for the Poor,palazzidifirenze,Palaces of Florence (Homes for the Poor),Wikipedia
F326,Ponte_Santa_Trinita,Santa Trinita Bridge,pontidifirenze,bridges of Florence,Wikipedia
F336,Cappella_Antinori,Antinori Chapel,cappelledifirenze,Chapels of Florence,Wikipedia
FIPOIHPC1000000635,Sede_della_Direzione_provinciale_delle_Poste_e_Telegrafi_di_Firenze,Headquarters of the Provincial Directorate of Posts and Telegraphs of Florence,sedipostalidifirenze,Florence Postal Headquarters,Wikipedia
FIPOIHPC1000000636,Sede_centrale_della_Cassa_di_Risparmio_di_Firenze,Headquarters of the Savings Bank of Florence,sedibancariedifirenze,headquarters of the savings bank of florence,Wikipedia
F367,Palazzo_Rosselli_del_Turco,Palace Rosselli del Turco,palazzidifirenze,Palaces of Florence,Wikipedia
F771,Villino_Broggi-Caraceni,Villa Broggi-Caraceni,palazzidifirenze,Florentine palaces,Wikipedia
FIPOIHPC1000000631,Villino_Lampredi,Lampredi Villa,palazzidifirenze,Florence palaces,Wikipedia
FIPOIHPC1000000632,Loggia_dei_Tessitori,Weavers' Loggia,loggedifirenze,Weavers' Loggia of Florence,Wikipedia
F331,Palazzo_Spini_Feroni,Spini Feroni Palace,palazzidifirenze,Florentine Palaces,Wikipedia
FIPOIHPC1000000973,Piazza_Bernardo_Tanucci,Bernard Tanucci Square,piazzedifirenze,squares of Florence,Wikipedia
F708,Monumento_funebre_di_Leonardo_Bruni,Funerary monument of Leonardo Bruni,scultureasoggettofunebre,sculpture as a funerary subject,Wikipedia
F708,Monumento_funebre_di_Leonardo_Bruni,Funerary monument of Leonardo Bruni,sculturerinascimentali,Renaissance sculptures,Wikipedia
F708,Monumento_funebre_di_Leonardo_Bruni,Funerary monument of Leonardo Bruni,sculturemarmoree,marble sculptures,Wikipedia
F708,Monumento_funebre_di_Leonardo_Bruni,Funerary monument of Leonardo Bruni,basilicadisantacroce,Basilica di Santa Croce,Wikipedia
F708,Monumento_funebre_di_Leonardo_Bruni,Funerary monument of Leonardo Bruni,scultureafirenze,Florence sculptures,Wikipedia
F594,Istituto_di_Sant'Agnese,Saint Agnes Institute,ospedalistoricidifirenze,historic hospitals of Florence,Wikipedia
FIPOIHPC1000000558,Via_San_Carlo,Via San Carlo,stradedifirenze,streets of Florence,Wikipedia
FIPOIHPC1000000388,Giardino_Bardini,Bardini Garden,giardinidifirenze,gardens of Florence,Wikipedia
F141,Quattro_Santi_Coronati_(Nanni_di_Banco),Four Crowned Saints (by Nanni di Banco),sculturediorsanmichele,statues of Orsanmichele,Wikipedia
F141,Quattro_Santi_Coronati_(Nanni_di_Banco),Four Crowned Saints (by Nanni di Banco),sculturemarmoree,marble sculptures,Wikipedia
F141,Quattro_Santi_Coronati_(Nanni_di_Banco),Four Crowned Saints (by Nanni di Banco),sculturesusanti,statues of saints,Wikipedia
F141,Quattro_Santi_Coronati_(Nanni_di_Banco),Four Crowned Saints (by Nanni di Banco),sculturedinannidibanco,statues by Nanni di Banco,Wikipedia
FIPOIHPC1000000933,San_Filippo_(Nanni_di_Banco),Saint Philip (Nanni di Banco),sculturediorsanmichele,statues of Orsanmichele,Wikipedia
FIPOIHPC1000000933,San_Filippo_(Nanni_di_Banco),Saint Philip (Nanni di Banco),sculturemarmoree,marble sculptures,Wikipedia
FIPOIHPC1000000933,San_Filippo_(Nanni_di_Banco),Saint Philip (Nanni di Banco),sculturesusanti,saints' sculptures,Wikipedia
FIPOIHPC1000000933,San_Filippo_(Nanni_di_Banco),Saint Philip (Nanni di Banco),sculturedinannidibanco,sculptures by Nanni di Banco,Wikipedia
FIPOIHPC1000000932,Sant'Eligio_(Nanni_di_Banco),Saint Eligius (by Nanni di Banco),sculturediorsanmichele,statues of Orsanmichele,Wikipedia
FIPOIHPC1000000932,Sant'Eligio_(Nanni_di_Banco),Saint Eligius (by Nanni di Banco),sculturemarmoree,marble sculptures,Wikipedia
FIPOIHPC1000000932,Sant'Eligio_(Nanni_di_Banco),Saint Eligius (by Nanni di Banco),sculturesusanti,saints' sculptures,Wikipedia
FIPOIHPC1000000932,Sant'Eligio_(Nanni_di_Banco),Saint Eligius (by Nanni di Banco),sculturedinannidibanco,sculpture by Nanni di Banco,Wikipedia
FIPOIHPC1000000930,Santo_Stefano_(Ghiberti),Saint Stephen (Ghiberti's workshop),sculturediorsanmichele,sculptures of Orsanmichele,Wikipedia
FIPOIHPC1000000930,Santo_Stefano_(Ghiberti),Saint Stephen (Ghiberti's workshop),sculturebronzee,bronze sculptures,Wikipedia
FIPOIHPC1000000930,Santo_Stefano_(Ghiberti),Saint Stephen (Ghiberti's workshop),sculturesusanti,sacred sculptures,Wikipedia
FIPOIHPC1000000930,Santo_Stefano_(Ghiberti),Saint Stephen (Ghiberti's workshop),sculturedilorenzoghiberti,Lorenzo Ghiberti's sculptures,Wikipedia
F143,San_Pietro_(Brunelleschi),St. Peter (Brunelleschi),sculturediorsanmichele,statues of Orsanmichele,Wikipedia
F143,San_Pietro_(Brunelleschi),St. Peter (Brunelleschi),sculturemarmoree,marble sculptures,Wikipedia
F143,San_Pietro_(Brunelleschi),St. Peter (Brunelleschi),sculturesusanti,supporting sculptures,Wikipedia
F143,San_Pietro_(Brunelleschi),St. Peter (Brunelleschi),sculturedidonatello,Donatello's sculptures,Wikipedia
F143,San_Pietro_(Brunelleschi),St. Peter (Brunelleschi),sculturedifilippobrunelleschi,sculptures by Filippo Brunelleschi,Wikipedia
F368,Monastero_di_San_Pietro_Martire,Monastery of Saint Peter Martyr,chiesedifirenze,churches of Florence,Wikipedia
F368,Monastero_di_San_Pietro_Martire,Monastery of Saint Peter Martyr,architetturescomparsedifirenze,lost architectures of Florence,Wikipedia
F211,Museo_nazionale_del_Bargello,National Museum of the Bargello,bargello,Bargello Museum,Wikipedia
F142,San_Giorgio_(Donatello),Saint George (Donatello),sculturediorsanmichele,statues of Orsanmichele,Wikipedia
F142,San_Giorgio_(Donatello),Saint George (Donatello),sculturemarmoree,marble sculptures,Wikipedia
F142,San_Giorgio_(Donatello),Saint George (Donatello),sculturesusangiorgio,Saint George sculptures,Wikipedia
F142,San_Giorgio_(Donatello),Saint George (Donatello),sculturedidonatello,Donatello's sculptures,Wikipedia
F142,San_Giorgio_(Donatello),Saint George (Donatello),sculturenelbargello,Sculptures in the Bargello Museum,Wikipedia
FIPOIHPC1000000977,Via_Vittorio_Emanuele_II_(Firenze),Victor Emmanuel II Street (Florence),stradedifirenze,streets of Florence,Wikipedia
FIPOIHPC1000000976,Statuto_(Firenze),Statute Hall (Florence),quartieridifirenze,Florentine districts,Wikipedia
F899,Condominio_in_San_Jacopino,Apartment building in San Jacopino,palazzidifirenze,Florence palaces,Wikipedia
FIPOIHPC1000000741,Condominio_in_via_Lanza,Apartment building on Via Lanza,palazzidifirenze,Florence palaces,Wikipedia
FIPOIHPC1000000742,Emeroteca_dell'Università_di_Firenze,University of Florence Library of Printed Materials,architetturedifirenze,architecture of Florence,Wikipedia
F648,Facoltà_di_Lettere_e_Filosofia_(Firenze),Faculty of Arts and Philosophy (Florence),architetturedifirenze,architecture of Florence,Wikipedia
FIPOIHPC1000000744,Palazzo_Pazzi_dell'Accademia_Colombaria,Pazzi Palace of the Columbaria Academy,palazzidifirenze,Palaces of Florence,Wikipedia
F516,Grand_Hotel_Minerva,Grand Hotel Minerva,palazzidifirenze,Florence palaces,Wikipedia
F516,Grand_Hotel_Minerva,Grand Hotel Minerva,alberghidifirenze,hotels of Florence,Wikipedia
F442,Istituto_Ortopedico_Toscano,Tuscan Orthopedic Institute,ospedalidifirenze,hospitals of Florence,Wikipedia
FIPOIHPC1000000747,Limonaia_di_Villa_Strozzi,Lemon Grove of Villa Strozzi,villedifirenze,Florentine villas,Wikipedia
FIPOIHPC1000000747,Limonaia_di_Villa_Strozzi,Lemon Grove of Villa Strozzi,teatridifirenze,theatres of Florence,Wikipedia
F602,Palazzo_Taddei,Taddei Palace,palazzidifirenze,Florentine Palaces,Wikipedia
F603,Palazzo_Tolomei_Biffi,Palace Tolomei Biffi,palazzidifirenze,Palaces of Florence,Wikipedia
F370,Galleria_Pio_Fedi,Pio Fedi Gallery,chiesesconsacratedifirenze,consecrated churches of Florence,Wikipedia
F611,Caffè_Michelangiolo,Café Michelangelo,caffèstoricidifirenze,historic cafes of Florence,Wikipedia
F350,Chiesa_Anglicana_di_St._Mark,Church of England of St. Mark,chiesedifirenze,churches of Florence,Wikipedia
F350,Chiesa_Anglicana_di_St._Mark,Church of England of St. Mark,edificidicultoanglicanid'italia,buildings for Anglican worship in Italy,Wikipedia
F220,Palazzo_Borghese_(Firenze),Borghese Palace (Florence),palazzidifirenze,Palaces of Florence,Wikipedia
F834,Monastero_dell'Arcangelo_Raffaello,Monastery of the Archangel Raphael,monasteridifirenze,Monasteries of Florence,Wikipedia
FIPOIHPC1000000843,Via_del_Ponte_alle_Mosse,Street of the Bridge at the Mosses,stradedifirenze,streets of Florence,Wikipedia
F836,Museo_di_storia_naturale_sezione_di_botanica,"Natural History Museum, Botanical Section",botanica,Botanical Garden,Wikipedia
F836,Museo_di_storia_naturale_sezione_di_botanica,"Natural History Museum, Botanical Section",museidifirenze,museums of Florence,Wikipedia
F836,Museo_di_storia_naturale_sezione_di_botanica,"Natural History Museum, Botanical Section",museiscientificid'italia,scientific museums of Italy,Wikipedia
F633,Chiesa_Valdese_(Firenze),Waldensian Church (Florence),chiesedifirenze,churches of Florence,Wikipedia
F633,Chiesa_Valdese_(Firenze),Waldensian Church (Florence),chiesededicateallatrinità,churches dedicated to the Trinity,Wikipedia
F404,Albergo_Popolare,Popular Hotel,chiostridifirenze,Cloisters of Florence,Wikipedia
F404,Albergo_Popolare,Popular Hotel,alberghidifirenze,hotels in Florence,Wikipedia
F404,Albergo_Popolare,Popular Hotel,basilicadisantamariadelcarmine(firenze),Basilica di Santa Maria del Carmine (Florence),Wikipedia
F837,Museo_di_storia_naturale_sezione_di_geologia_e_paleontologia,"Natural History Museum, Geology and Paleontology Section",museidiscienzedellaterrad'italia,Museum of Earth Sciences of Italy,Wikipedia
F837,Museo_di_storia_naturale_sezione_di_geologia_e_paleontologia,"Natural History Museum, Geology and Paleontology Section",paleontologiaitaliana,Italian paleontology,Wikipedia
F837,Museo_di_storia_naturale_sezione_di_geologia_e_paleontologia,"Natural History Museum, Geology and Paleontology Section",museidifirenze,Museums of Florence,Wikipedia
F838,Museo_e_istituto_fiorentino_di_preistoria,Museum and Florentine Institute of Prehistory,museidifirenze,Museums of Florence,Wikipedia
F838,Museo_e_istituto_fiorentino_di_preistoria,Museum and Florentine Institute of Prehistory,preistoria,prehistory,Wikipedia
F838,Museo_e_istituto_fiorentino_di_preistoria,Museum and Florentine Institute of Prehistory,museiarcheologicid'italia,Archaeological Museums of Italy,Wikipedia
F787,Cenacolo_di_Sant'Apollonia,The Last Supper Refectory of Sant'Apollonia,cenacoliafirenze,Last Supper Refectories of Florence,Wikipedia
F787,Cenacolo_di_Sant'Apollonia,The Last Supper Refectory of Sant'Apollonia,dipintidiandreadelcastagno,paintings by Andrea del Castagno,Wikipedia
F787,Cenacolo_di_Sant'Apollonia,The Last Supper Refectory of Sant'Apollonia,chiesededicateasant'apollonia,church dedicated to Saint Apollonia,Wikipedia
F787,Cenacolo_di_Sant'Apollonia,The Last Supper Refectory of Sant'Apollonia,ciclidiaffreschidifirenze,Florence cycle of frescoes,Wikipedia
F508,Giardino_Fossombroni,Fossombroni Garden,giardinidifirenze,Gardens of Florence,Wikipedia
F770,Chiesa_del_Sacro_Cuore_(Firenze),Church of the Sacred Heart (Florence),chiesedifirenze,churches of Florence,Wikipedia
F770,Chiesa_del_Sacro_Cuore_(Firenze),Church of the Sacred Heart (Florence),chiesededicatealsacrocuoredigesù,churches dedicated to the Sacred Heart of Jesus,Wikipedia
F912,Palazzo_Borgherini-Rosselli_del_Turco,Borgherini-Rosselli del Turco Palace,palazzidifirenze,Palaces of Florence,Wikipedia
F381,Via_del_Ronco,Ronco Street,stradedifirenze,streets of Florence,Wikipedia
FIPOIHPC1000000296,Castello_d'Altafronte,Castle of Altaforte,architetturescomparsedifirenze,lost architectures of Florence,Wikipedia
FIPOIHPC1000000296,Castello_d'Altafronte,Castle of Altaforte,castellidifirenze,Castles of Florence,Wikipedia
F208,Palazzo_dell'Arte_dei_Giudici_e_Notai,Palace of the Guild of Judges and Notaries,palazzidelleartidifirenze,Palaces of the Arts and Crafts of Florence,Wikipedia
F208,Palazzo_dell'Arte_dei_Giudici_e_Notai,Palace of the Guild of Judges and Notaries,museidifirenze,Museums of Florence,Wikipedia
F874,Torre_della_Serpe,Tower of the Serpent,architetturemilitaridifirenze,military architectures of Florence,Wikipedia
F874,Torre_della_Serpe,Tower of the Serpent,torridifirenze,towers of Florence,Wikipedia
F127,Palazzo_dei_Canonici,Canons' Palace,palazzidifirenze,Palaces of Florence,Wikipedia
F873,Teatro_L'Amicizia,Friendship Theatre,teatridifirenze,theatres of Florence,Wikipedia
F606,Palazzo_Panciatichi,Panciatichi Palace,palazzidifirenze,Palaces of Florence,Wikipedia
F872,Palazzo_della_Gherardesca,Gherardesca Palace,palazzidifirenze,Florence palaces,Wikipedia
F872,Palazzo_della_Gherardesca,Gherardesca Palace,architetturedigiulianodasangallo,architecture by Giuliano da Sangallo,Wikipedia
F473,Piazza_Giuseppe_Poggi,Piazza Giuseppe Poggi,piazzedifirenze,squares of Florence,Wikipedia
FIPOIHPC1000000443,Biblioteca_delle_Carra,Library of the Carra Family,bibliotechedifirenze,libraries of Florence,Wikipedia
F134,Chiesa_di_San_Carlo_dei_Lombardi,Church of Saint Charles of the Lombards,chiesedifirenze,churches of Florence,Wikipedia
F134,Chiesa_di_San_Carlo_dei_Lombardi,Church of Saint Charles of the Lombards,chiesededicateasancarloborromeo,churches dedicated to Saint Charles Borromeo,Wikipedia
FIPOIHPC1000000441,Biblioteca_Comunale_Centrale,Central Municipal Library,bibliotechedifirenze,Florence's municipal library,Wikipedia
F791,Chiesa_Avventista_Episcopale,Adventist Episcopal Church,chiesedifirenze,Churches of Florence,Wikipedia
F791,Chiesa_Avventista_Episcopale,Adventist Episcopal Church,avventismo,Adventism,Wikipedia
F512,Chiesa_di_San_Paolino_(Firenze),Church of Saint Paulinus (Florence),chiesedifirenze,churches of Florence,Wikipedia
F512,Chiesa_di_San_Paolino_(Firenze),Church of Saint Paulinus (Florence),chiesededicateasanpaolo,churches dedicated to Saint Paul,Wikipedia
FIPOIHPC1000000569,Palazzo_degli_Altoviti,Altoviti Palace,palazzidifirenze,Florentine Palaces,Wikipedia
F875,Il_Prato,The Meadow,piazzedifirenze,squares of Florence,Wikipedia
F363,Ponte_alla_Carraia,Carraia Bridge,pontidifirenze,bridges of Florence,Wikipedia
FIPOIHPC1000000879,Viale_Filippo_Strozzi,Viale Filippo Strozzi (Street/Avenue),stradedifirenze,streets of Florence,Wikipedia
F570,Basilica_di_San_Lorenzo_(Firenze),Basilica of San Lorenzo (Florence),basilicadisanlorenzo(firenze),Basilica of San Lorenzo (Florence),Wikipedia
F570,Basilica_di_San_Lorenzo_(Firenze),Basilica of San Lorenzo (Florence),basilichedifirenze,Basilica of Florence,Wikipedia
F570,Basilica_di_San_Lorenzo_(Firenze),Basilica of San Lorenzo (Florence),architetturedifilippobrunelleschi,architecture by Filippo Brunelleschi,Wikipedia
F570,Basilica_di_San_Lorenzo_(Firenze),Basilica of San Lorenzo (Florence),chiesededicateasanlorenzomartire,church dedicated to Saint Lawrence the Martyr,Wikipedia
F817,Oratorio_dei_Buonomini_di_San_Martino,Oratory of the Good Men of Saint Martin,chiesedifirenze,churches of Florence,Wikipedia
F817,Oratorio_dei_Buonomini_di_San_Martino,Oratory of the Good Men of Saint Martin,chiesededicateasanmartinoditours,church dedicated to Saint Martin in Tours,Wikipedia
F580,Palazzo_Gaddi_(Firenze),Gaddi Palace (Florence),palazzidifirenze,Palaces of Florence,Wikipedia
F431,Piazzale_Michelangelo,Michelangelo's Square,piazzedifirenze,squares of Florence,Wikipedia
F706,Cappella_Peruzzi,Peruzzi Chapel,cappelledifirenze,chapels of Florence,Wikipedia
F706,Cappella_Peruzzi,Peruzzi Chapel,dipintidigiotto,paintings by Giotto,Wikipedia
F706,Cappella_Peruzzi,Peruzzi Chapel,ciclidiaffreschidifirenze,Florence cycle of frescoes,Wikipedia
F706,Cappella_Peruzzi,Peruzzi Chapel,basilicadisantacroce,Basilica di Santa Croce,Wikipedia
F706,Cappella_Peruzzi,Peruzzi Chapel,dipintisusangiovannibattista,paintings by Giovanni Battista,Wikipedia
F706,Cappella_Peruzzi,Peruzzi Chapel,dipintisusangiovannievangelista,paintings of St. John the Evangelist,Wikipedia
F203,Palazzo_dell'Arte_della_Lana,Palace of Wool Art,palazzidelleartidifirenze,Palaces of the Arts and Guilds of Florence,Wikipedia
F464,Museo_Annigoni,Annigoni Museum,museidifirenze,Florence museums,Wikipedia
F291,Palazzo_Capponi-Vettori,Capponi-Vettori Palace,palazzidifirenze,Florentine Palaces,Wikipedia
F291,Palazzo_Capponi-Vettori,Capponi-Vettori Palace,residenzedeicapponi,Capponi residences,Wikipedia
FIPOIHPC1000000590,Palazzo_Canacci,Canacci Palace,palazzidifirenze,Palaces of Florence,Wikipedia
F601,Palazzo_Ginori,Ginori Palace,palazzidifirenze,Florence palaces,Wikipedia
F666,Palazzo_Gerini,Gerini Palace,palazzidifirenze,Florence palaces,Wikipedia
F783,Cimitero_della_Misericordia_(Firenze),Cemetery of Mercy (Florence),cimiteridifirenze,cemeteries of Florence,Wikipedia
F783,Cimitero_della_Misericordia_(Firenze),Cemetery of Mercy (Florence),cimiteridismessi,dismantled cemeteries,Wikipedia
F747,Mercato_di_Sant'Ambrogio,Saint Ambrose Market,mercatidifirenze,Florence markets,Wikipedia
FIPOIHPC1000000597,Palazzo_Strozzi_del_Poeta,Strozzi Palace of the Poet,palazzidifirenze,Florentine Palaces,Wikipedia
FIPOIHPC1000000596,Palazzo_dell'Arte_dei_Beccai,Palace of the Art of the Grocers,palazzidelleartidifirenze,Palaces of the Arts and Guilds of Florence,Wikipedia
F110,Campanile_di_Giotto,Giotto's Campanile,museidifirenze,museums of Florence,Wikipedia
F110,Campanile_di_Giotto,Giotto's Campanile,campanili,bell towers,Wikipedia
F110,Campanile_di_Giotto,Giotto's Campanile,giotto,Giotto's Campanile,Wikipedia
F110,Campanile_di_Giotto,Giotto's Campanile,cattedraledisantamariadelfiore,Cathedral of Santa Maria del Fiore,Wikipedia
F277,Torre_degli_Angiolieri,Tower of the Angiolieri Family,torridifirenze,towers of Florence,Wikipedia
F272,Torre_dei_Belfredelli,Tower of the Belfredelli Family,torridifirenze,towers of Florence,Wikipedia
F902,Piazza_Goldoni,Goldoni Square,piazzedifirenze,squares of Florence,Wikipedia
F409,Piazza_Tasso,Tasso Square,piazzedifirenze,squares of Florence,Wikipedia
F246,Piazza_Mentana,Mentana Square,piazzedifirenze,squares of Florence,Wikipedia
F904,Torre_dei_Pierozzi,Tower of the Pierozzi Family,torridifirenze,towers of Florence,Wikipedia
F130,Bottega_dell'Opera_del_Duomo,Workshop of the Cathedral Opera,architetturedifirenze,Florence cathedral workshop architecture,Wikipedia
F903,Sita_Sogin,Boboli Gardens - Grotta Grande (Grotto),aziendeditrasportopubblicoitaliane,Italian public transport companies,Wikipedia
F903,Sita_Sogin,Boboli Gardens - Grotta Grande (Grotto),aziendedellaprovinciadifirenze,enterprises of the province of Florence,Wikipedia
F154,Studiolo_di_Francesco_I,Francis I's Study,palazzovecchio,Old Palace,Wikipedia
F154,Studiolo_di_Francesco_I,Francis I's Study,studioli,small studies,Wikipedia
F154,Studiolo_di_Francesco_I,Francis I's Study,ciclipittorici,picture cycles,Wikipedia
F320,Obelisco_di_Boboli,Obelisk of Boboli Gardens,obelischiegizi,Egyptian obelisks,Wikipedia
F320,Obelisco_di_Boboli,Obelisk of Boboli Gardens,monumentidifirenze,Florence monuments,Wikipedia
F320,Obelisco_di_Boboli,Obelisk of Boboli Gardens,boboli,Boboli Gardens,Wikipedia
FIPOIHPC1000000833,Casa_del_Fascio_(Firenze),House of the Fascists (Florence),palazzidifirenze,Palaces of Florence,Wikipedia
FIPOIHPC1000000833,Casa_del_Fascio_(Firenze),House of the Fascists (Florence),architetturerazionalisted'italia,Italian Rationalist Architecture,Wikipedia
FIPOIHPC1000000833,Casa_del_Fascio_(Firenze),House of the Fascists (Florence),excasedelfascio,Houses of the Fascists,Wikipedia
FIPOIHPC1000000833,Casa_del_Fascio_(Firenze),House of the Fascists (Florence),architetturefascistedifirenze,Fascist architectures of Florence,Wikipedia
F283,Cenacolo_di_Santo_Spirito,Refectory of Santo Spirito,cenacoliafirenze,refectories of Florence,Wikipedia
F283,Cenacolo_di_Santo_Spirito,Refectory of Santo Spirito,museidifirenze,museums of Florence,Wikipedia
F283,Cenacolo_di_Santo_Spirito,Refectory of Santo Spirito,basilicadisantospirito(firenze),Basilica di Santo Spirito (Florence),Wikipedia
F283,Cenacolo_di_Santo_Spirito,Refectory of Santo Spirito,ciclidiaffreschidifirenze,cycle of frescoes in Florence,Wikipedia
F560,Tabernacolo_delle_Fonticine,Shrine of the Little Fountains,tabernacolidifirenze,Florence's little shrines,Wikipedia
F560,Tabernacolo_delle_Fonticine,Shrine of the Little Fountains,fontanedifirenze,Fountains of Florence,Wikipedia
F560,Tabernacolo_delle_Fonticine,Shrine of the Little Fountains,sculturerinascimentali,Renaissance sculptures,Wikipedia
F786,Via_San_Gallo,Via San Gallo Street,stradedifirenze,streets of Florence,Wikipedia
F374,Via_Romana,Roman Way,stradedifirenze,streets of Florence,Wikipedia
F650,Chiesa_di_Santa_Maria_degli_Angeli_(Firenze),Church of Santa Maria degli Angeli (Florence),chiesedifirenze,churches of Florence,Wikipedia
F650,Chiesa_di_Santa_Maria_degli_Angeli_(Firenze),Church of Santa Maria degli Angeli (Florence),chiesesconsacratedifirenze,consecrated churches of Florence,Wikipedia
F650,Chiesa_di_Santa_Maria_degli_Angeli_(Firenze),Church of Santa Maria degli Angeli (Florence),chiesededicateasantamariadegliangeli,church dedicated to Saint Mary of the Angels,Wikipedia
FIPOIHPC1000000761,Palazzo_Mondragone,Mondragone Palace,palazzidifirenze,Palaces of Florence,Wikipedia
F827,Chiesa_dell'Adorazione_Perpetua,Church of Perpetual Adoration,chiesedifirenze,churches of Florence,Wikipedia
F414,Chiesa_di_Sant'Ilario_a_Colombaia,Church of Saint Hilary at Colombaia,chiesedifirenze,churches of Florence,Wikipedia
F414,Chiesa_di_Sant'Ilario_a_Colombaia,Church of Saint Hilary at Colombaia,chiesededicateasant'ilariodipoitiers,church dedicated to Saint Hilary of Poitiers,Wikipedia
F617,Chiostro_dello_Scalzo,Cloister of the Bare Brothers,museidifirenze,museums of Florence,Wikipedia
F617,Chiostro_dello_Scalzo,Cloister of the Bare Brothers,architetturemanieriste,Mannerist architectures,Wikipedia
F617,Chiostro_dello_Scalzo,Cloister of the Bare Brothers,chiostridifirenze,Florence cloisters,Wikipedia
F617,Chiostro_dello_Scalzo,Cloister of the Bare Brothers,dipintidiandreadelsarto,paintings by Andrea del Sarto,Wikipedia
F829,Casa_di_Dante,House of Dante,museidifirenze,museums of Florence,Wikipedia
F829,Casa_di_Dante,House of Dante,monumentinazionaliitaliani,Italian national monuments,Wikipedia
F829,Casa_di_Dante,House of Dante,casemuseo,house museum,Wikipedia
F830,Museo_di_Firenze_com'era,Museum of Florence as it was,museidifirenze,museums of Florence,Wikipedia
F830,Museo_di_Firenze_com'era,Museum of Florence as it was,museiarcheologicid'italia,Archaeological Museums of Italy,Wikipedia
F720,Museo_Horne,Horne Museum,museidifirenze,museums of Florence,Wikipedia
F720,Museo_Horne,Horne Museum,museidiarteapplicata,museum of applied art,Wikipedia
F720,Museo_Horne,Horne Museum,pinacoteched'italia,art galleries of Italy,Wikipedia
F720,Museo_Horne,Horne Museum,casemuseo,house museum,Wikipedia
F668,Palazzo_Pucci,Pucci Palace,palazzidifirenze,Palaces of Florence,Wikipedia
F632,Conservatorio_Luigi_Cherubini,Luigi Cherubini Conservatory,architetturedifirenze,architecture of Florence,Wikipedia
F632,Conservatorio_Luigi_Cherubini,Luigi Cherubini Conservatory,conservatoridimusicainitalia,Italian conservatories of music,Wikipedia
F632,Conservatorio_Luigi_Cherubini,Luigi Cherubini Conservatory,musicaafirenze,music in Florence,Wikipedia
F685,Via_de'_Tosinghi,Via de' Tosinghi (Street of the Tosinghi),stradedifirenze,streets of Florence,Wikipedia
F696,Piazza_della_Repubblica_(Firenze),Republic Square (Florence),piazzedifirenze,squares of Florence,Wikipedia
F696,Piazza_della_Repubblica_(Firenze),Republic Square (Florence),architettureneorinascimentalid'italia,Italian Neo-Renaissance architectures,Wikipedia
F683,Torre_degli_Amieri,Tower of the Amieri Family,torridifirenze,towers of Florence,Wikipedia
F683,Torre_degli_Amieri,Tower of the Amieri Family,architetturescomparsedifirenze,lost architectures of Florence,Wikipedia
F684,Torre_dei_Caponsacchi,Tower of the Caponsacchi,torridifirenze,towers of Florence,Wikipedia
